country,ccode,rcode,srcode,cow,xdth,libdem,cpi,stfail,polity5,regime,polsys,fed,elesys,parorg,ctp,ctp1,ctp2,mog,mog6,gdppc,agr,sarsmers,airpm,smoke,sbpsev,prev509,hspbed,age65,temp,hlthsys,ppl,goveff,vax
Suriname,SUR,2,8,115,398.6704429,59.5,38,0,5,2,0,0,2,1.1019,1.1019,41.8722,41.8722,Centripetal,Somewhat centripetal,19036.74504,8.664993806,0,37.30103917,0.212665455,5.210292391,1492.655454,3.042817661,7.416287232,26.98708595,21.3,0,-0.590282559,94.538
Sweden,SWE,6,18,380,158.3512503,87.3,85,0,10,3,2,0,2,1.1376,3.1376,266.696,266.696,Centripetal,Centripetal,52850.56918,1.392124832,0,14.32949272,0.133642255,7.673077669,3216.725386,3.306289882,18.83191415,6.772354907,53.5,0,1.709257245,225.8
Switzerland,CHE,6,18,225,221.1242543,84.7,85,0,10,3,2,2,0,0.784,-1.216,-103.36,-103.36,Decentralized,Decentralized,70944.35481,0.630510509,0,26.32708009,0.263349236,5.337316912,2553.088306,4.687170029,16.70747625,8.834119679,50.9,0,1.951758146,193.2
Syria,SYR,5,15,652,61.8068581,3.7,14,1,-9,0,NA,NA,1,1.2155,NA,NA,NA,Anarchic,Anarchic,NA,39.77374428,0,64.47879108,0.227712102,8.106743936,2017.274993,1.589494895,6.38912341,17.88015034,13.4,0,-1.711438417,28.406
Taiwan,TWN,4,11,713,90.12088801,71.8,65,0,10,3,1,0,1,0.861,0.861,55.965,55.965,Centripetal,Centripetal,51260.91,1.680565786,2,44.43489607,0.222043986,4.520736651,1058.632827,6.574157933,14.10974963,21.47218193,48.2,0,1.436420083,270.88
Tajikistan,TJK,4,10,702,185.7360231,4.7,25,0,-3,1,0,0,1,1.1685,NA,NA,NA,Centralized,Centralized,3581.411402,20.86707336,0,39.22140073,0.09036762,8.130989097,1777.958196,4.85786677,2.763443547,12.29317337,24.8,0,-1.04875052,197.9
Tanzania,TZA,1,1,510,111.2035291,32.7,38,0,3,1,0,0,0,0.9605,NA,NA,-39.501,Centralized,Centralized,2660.637422,26.54641517,0,13.92641424,0.101143526,10.15329481,1299.493203,0.854109089,3.230688707,23.45907011,11,0,-0.879344225,60.258
Thailand,THA,4,13,800,207.793632,17.5,36,0,-3,1,2,0,2,1.0668,NA,NA,NA,Centralized,Centralized,18453.46982,8.136939296,1,40.72265375,0.212135076,5.310342392,1968.609041,1.778440145,11.38249953,27.73365505,64.7,0,0.356567055,198.917
Timor-Leste,TLS,4,13,860,79.96011298,46.4,40,0,8,2,1,0,2,1.1067,2.1067,84.268,84.268,Centripetal,Centripetal,3626.673162,13.97259489,0,12.32417617,0.349874322,9.584627833,2492.405847,5.196735409,5.178796116,25.20657975,12.1,0,-0.885854483,152.333
Togo,TGO,1,4,461,59.06103017,20,29,0,-2,1,1,0,2,1.0662,NA,NA,NA,Centralized,Centralized,2121.899918,19.75520676,0,17.11683443,0.077149977,9.444332377,1969.174028,0.830991945,2.789185644,27.76187131,13.8,0,-0.917368412,41.05
Trinidad and Tobago,TTO,2,6,52,370.0313905,64.3,40,0,10,3,2,0,0,1.2417,1.2417,49.668,49.668,Centripetal,Somewhat centripetal,25827.88507,1.159411633,0,45.43348755,0.186146995,8.681133974,1166.94378,2.715650019,11.07297916,26.77037464,33.7,0,0.099170357,113.403
Tunisia,TUN,1,5,616,267.6256911,64.4,44,0,7,3,0,0,2,0.93,0.93,40.92,40.92,Centripetal,Somewhat centripetal,11417.1268,9.639572526,1,60.29466407,0.236520959,6.837537146,2048.547921,2.064854482,8.791348855,19.40942011,13,0,-0.102949157,112.052
Turkey,TUR,6,19,640,430.6114359,11.1,40,0,-4,1,0,0,2,1.1999,NA,NA,NA,Centralized,Centralized,28197.24883,6.400774928,1,66.05177758,0.309789096,7.185641256,3287.117214,2.515683298,7.563226537,13.83532588,53.9,1,0.047889322,165.6
Turkmenistan,TKM,4,10,701,74.1324534,4.2,19,0,-8,1,0,0,0,1.3186,NA,NA,NA,Centralized,Centralized,15538.41997,10.79148506,0,42.8548648,0.125299403,8.980477455,1326.895893,6.481775911,4.193241526,16.18622648,30.6,0,-1.157497048,137.4
Uganda,UGA,1,1,500,112.5681731,23,27,0,-1,1,0,0,0,0.8351,NA,NA,NA,Centralized,Centralized,2182.899761,22.94550881,0,21.2740183,0.09049279,8.418929551,1556.275625,0.654207107,2.191801249,23.21125414,20.4,0,-0.585465789,57.497
Ukraine,UKR,6,17,369,606.7124656,34.8,33,0,4,2,1,0,1,0.8496,0.8496,28.0368,28.0368,Centripetal,Somewhat centripetal,12804.95512,8.965181014,0,38.6748435,0.27398202,11.58291306,1878.684722,8.685411316,12.03016156,9.923128687,49.1,0,-0.297046959,72.4
United Arab Emirates,ARE,5,15,696,127.1177392,9.1,71,0,-8,1,NA,2,NA,0.7714,NA,NA,NA,Centralized,Centralized,68263.67553,0.747177528,1,63.19792486,0.137902396,7.700556382,2926.883297,1.806091847,1.115248043,27.79399245,19.5,0,1.376890659,251.982
United Kingdom,GBR,6,18,200,289.4227817,79.7,77,0,8,3,2,0,0,0.7406,0.7406,57.0262,57.0262,Centripetal,Centripetal,47368.58441,0.611985281,1,26.84369535,0.199393064,6.607413554,3902.149157,3.055022595,16.68384896,10.36745593,68.3,0,1.48273766,222.8
United States,USA,3,9,2,383.5282292,72.8,67,0,8,3,0,2,0,0.6357,-3.3643,-225.4081,-225.4081,Decentralized,Decentralized,62630.87328,0.916865221,1,18.69636445,0.175695167,4.65449298,3668.537088,2.934552921,14.80755926,15.1084134,75.2,1,1.48884511,199.716
Uruguay,URY,2,8,165,208.8527258,79.5,71,0,10,3,0,0,0,1.1515,-0.8485,-60.2435,-60.2435,Decentralized,Decentralized,23032.73404,6.452670203,0,22.93673389,0.26898148,6.812603087,3173.289088,2.382550071,12.62871588,18.23444091,36.3,0,0.694980323,256.104
Uzbekistan,UZB,4,10,704,153.9177016,10.5,26,0,-9,1,NA,0,0,1.144,NA,NA,NA,Centralized,Centralized,7348.146883,24.6144783,0,40.31766545,0.130456836,8.355229014,1562.63862,4.177626778,3.024774684,13.60117507,30.3,0,-0.514126718,219.8
Vanuatu,VUT,4,14,935,-27.83080359,64,43,NA,NA,3,2,0,0,0.7812,0.7812,33.5916,33.5916,Centripetal,Somewhat centripetal,3137.24105,21.219,0,7.857245502,0.219342148,10.71630712,1627.390407,2.956043261,4.612981869,24.11873103,13,0,-0.547638059,95.117
Venezuela,VEN,2,8,101,218.0156074,7.3,15,0,-3,1,0,1,1,1.1915,NA,NA,NA,Centralized,Centralized,NA,5.027,0,35.96513616,0.171037443,8.251826105,2002.998178,1.159755083,7.979140979,24.66591174,18.1,1,-1.658468962,133.145
Vietnam,VNM,4,13,816,240.347516,10.7,36,0,-7,1,NA,0,0,1.2756,NA,NA,NA,Centralized,Centralized,8041.178384,13.95647559,1,32.47898599,0.243495744,7.446411619,2880.704438,2.226334513,5.652301527,25.81754396,24,0,0.038309686,272.932
Yemen,YEM,5,15,679,146.4434648,3.7,15,1,-77,0,NA,NA,NA,1.1473,NA,NA,NA,Anarchic,Anarchic,NA,5.000962233,1,42.44992368,0.201684841,6.460517096,2064.959542,0.796343492,3.115609085,21.71897546,12,0,-2.279255629,4.167
Zambia,ZMB,1,3,551,158.2849217,27,33,0,6,1,0,0,0,1.0572,NA,NA,-31.1124,Centralized,Centralized,3470.435511,2.860774937,0,16.37838887,0.159993534,6.85495771,1650.039995,1.712155229,2.276412141,21.91007731,21.1,0,-0.675578535,74.059
Zimbabwe,ZWE,1,3,552,255.6012147,19.2,24,0,4,1,0,0,1,0.9487,NA,NA,-1.2312,Centralized,Centralized,3630.033985,10.14365709,0,14.61224198,0.175158265,9.492463701,1991.803505,1.749812718,3.219003346,20.8611983,16.8,0,-1.204820395,85.413
